REMARK SeriesTab Input: test.tab Output: parkin_mq.tab
REMARK Mode: Maximum Dimensions: 2
REMARK Input Region:    X +/- 2 X-ZF: 5
REMARK Analysis Region: X +/- 2
REMARK Input Region:    Y +/- 2 Y-ZF: 5
REMARK Analysis Region: Y +/- 2

VARS   INDEX X_AXIS Y_AXIS DX DY X_PPM Y_PPM X_HZ Y_HZ XW YW XW_HZ YW_HZ X1 X3 Y1 Y3 HEIGHT DHEIGHT VOL PCHI2 TYPE ASS CLUSTID MEMCNT Z_A0 Z_A1 Z_A2 Z_A3 Z_A4 Z_A5 Z_A6 Z_A7 Z_A8 Z_A9
FORMAT %5d %9.3f %9.3f %6.3f %6.3f %8.3f %8.3f %9.3f %9.3f %7.3f %7.3f %8.3f %8.3f %4d %4d %4d %4d %+e %+e %+e %.5f %d %s %4d %4d %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f %7.4f

NULLVALUE -666
NULLSTRING *

   65   574.682   195.825  0.845  0.464   -0.737   25.989  -589.755  5229.254   6.433   4.894   24.541   38.483  572  577  194  198 +2.950991e+10 +1.377529e+09 +2.929227e+10 0.00000 1 s100   47    1  1.0000  1.0304  1.4543  1.4536  1.1853  0.8556  0.8593  0.3783  0.6684  1.3369
   68   246.675   205.137  0.381  0.384    0.827   25.625   661.493  5156.041   6.578   6.834   25.092   53.733  242  252  201  210 +6.828212e+10 +1.370703e+09 +6.789573e+10 0.00000 1 s55   38   27  1.0000  0.9923  1.0683  1.0112  0.9719  0.7124  0.5185  0.4093  0.6053  1.0466
   69   311.829   205.874  0.580  0.547    0.516   25.596   412.950  5150.240   6.311   6.093   24.073   47.907  308  315  203  209 +3.730108e+10 +1.351975e+09 +3.721496e+10 0.00000 1 s48   49    2  1.0000  1.0262  1.1421  1.2800  1.1139  0.8117  0.6575  0.5140  0.8676  1.1499
   70   303.961   207.603  0.444  0.370    0.554   25.528   442.965  5136.647   6.171   5.134   23.539   40.365  301  308  205  210 +4.655048e+10 +1.383605e+09 +4.599038e+10 0.00000 1 s47   49    2  1.0000  0.7614  0.8318  0.8112  0.7512  0.3821  0.3278  0.2293  0.4175  0.6355
   72   192.389   209.851  0.104  0.077    1.085   25.440   868.577  5118.973   5.870   5.344   22.392   42.022  188  196  206  214 +2.110422e+11 +1.382232e+09 +2.088677e+11 0.00000 1 s29   38   27  1.0000  0.9373  0.8881  0.7734  0.6184  0.3682  0.2938  0.1772  0.3072  0.8552
   73   249.234   210.759  0.557  0.167    0.814   25.405   651.733  5111.832   8.714   5.715   33.241   44.932  243  255  207  215 +1.170226e+11 +1.374987e+09 +1.148229e+11 0.00000 1 s53   38   27  1.0000  0.9301  1.0171  1.0862  0.9291  0.6497  0.5639  0.3926  0.5636  1.0481
   74   269.641   210.866  0.903  0.385    0.717   25.401   573.886  5110.991   7.707   5.283   29.400   41.539  265  274  208  214 +4.025118e+10 +1.358486e+09 +4.002563e+10 0.00000 1 s50   38   27  1.0000  0.7424  0.9744  0.7750  0.6740  0.5675  0.3097  0.3462  0.3714  0.7784
   75   197.919   211.940  0.243  0.103    1.059   25.359   847.485  5102.544   8.078   5.185   30.817   40.770  192  204  208  216 +1.421165e+11 +1.357830e+09 +1.420501e+11 0.00000 1 s30   38   27  1.0000  1.0227  0.9996  0.9291  0.8072  0.5415  0.4423  0.2840  0.4522  1.0061
   76   246.320   212.016  0.325  0.150    0.828   25.356   662.847  5101.946   8.075   5.745   30.804   45.171  240  252  208  216 +1.187585e+11 +1.351576e+09 +1.183831e+11 0.00000 1 s54   38   27  1.0000  0.9614  1.0482  1.1443  0.9569  0.6790  0.5880  0.4255  0.5872  1.0642
   77   262.238   211.646  0.204  0.163    0.752   25.370   602.124  5104.856   6.451   5.512   24.609   43.337  257  267  208  216 +1.174629e+11 +1.372782e+09 +1.161856e+11 0.00000 1 s51   38   27  1.0000  1.0414  1.0548  0.9922  0.9181  0.5765  0.4820  0.3683  0.5272  0.9834
